EP, 02, 2026060518,   , BEST,   0, 142N, 1046W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 1011,  180, 120,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 003, 
EP, 02, 2026060600,   , BEST,   0, 140N, 1042W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 1011,  180, 120,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 003, 
EP, 02, 2026060606,   , BEST,   0, 139N, 1034W,  20, 1009, DB,   0,    ,    0,    0,    0,    0, 1011,  180, 120,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 003, 
EP, 02, 2026060612,   , BEST,   0, 140N, 1027W,  20, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  180, 120,  30,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 003, 
EP, 02, 2026060618,   , BEST,   0, 143N, 1020W,  20, 1008, DB,   0,    ,    0,    0,    0,    0, 1010,  180, 120,  30,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 003, 
EP, 02, 2026060700,   , BEST,   0, 146N, 1011W,  25, 1007, DB,   0,    ,    0,    0,    0,    0, 1010,  180,  90,  35,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 003, 
EP, 02, 2026060706,   , BEST,   0, 149N, 1006W,  30, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  180,  90,  30,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 003, 
EP, 02, 2026060712,   , BEST,   0, 150N, 1003W,  30, 1005, TD,   0,    ,    0,    0,    0,    0, 1008,  300,  90,  40,   0,   E,   0,    ,   0,   0,        TWO, M,  0,    ,    0,    0,    0,    0, genesis-num, 003, TRANSITIONED, epA12026 to ep022026, 
EP, 02, 2026060718,   , BEST,   0, 151N, 1000W,  30, 1005, TD,   0,    ,    0,    0,    0,    0, 1008,  220,  80,  40,   0,   E,   0,    ,   0,   0,        TWO, M,  0,    ,    0,    0,    0,    0, genesis-num, 003, 
EP, 02, 2026060800,   , BEST,   0, 151N,  998W,  30, 1003, TD,   0,    ,    0,    0,    0,    0, 1008,  230,  80,  40,   0,   E,   0,    ,   0,   0,        TWO, M,  0,    ,    0,    0,    0,    0, genesis-num, 003, 
EP, 02, 2026060806,   , BEST,   0, 152N,  995W,  35, 1003, TS,  34, NEQ,   30,   30,    0,    0, 1008,  230,  80,  40,   0,   E,   0,    ,   0,   0,        TWO, M, 12, NEQ,    0,  120,    0,    0, genesis-num, 003, 
EP, 02, 2026060812,   , BEST,   0, 153N,  993W,  40, 1001, TS,  34, NEQ,   30,   30,   30,   30, 1008,  230,  30,  50,   0,   E,   0,    ,   0,   0,      BORIS, M, 12, NEQ,   60,  150,   60,    0, genesis-num, 003, 
EP, 02, 2026060818,   , BEST,   0, 154N,  991W,  40, 1001, TS,  34, NEQ,   30,   50,   30,   30, 1009,  180,  30,  50,   0,   E,   0,    ,   0,   0,      BORIS, M, 12, NEQ,   75,  120,   45,    0, genesis-num, 003, 
EP, 02, 2026060900,   , BEST,   0, 158N,  983W,  40, 1001, TS,  34, NEQ,   30,   50,   30,   30, 1008,  100,  30,  50,   0,   E,   0,    ,   0,   0,      BORIS, M, 12, NEQ,   90,  540,  390,   45, genesis-num, 003, 
EP, 02, 2026060906,   , BEST,   0, 162N,  983W,  35, 1003, TS,  34, NEQ,    0,   50,   30,   30, 1008,  120,  30,  45,   0,   E,   0,    ,   0,   0,      BORIS, M, 12, NEQ,   75,  600,  390,   90, genesis-num, 003, 
EP, 02, 2026060912,   , BEST,   0, 167N,  986W,  30, 1003, TD,  34, NEQ,    0,    0,    0,    0, 1007,  120,  40,  40,   0,   E,   0,    ,   0,   0,      BORIS, M, 12, NEQ,    0,  480,  300,   60, genesis-num, 003, 
