AL, 01, 2026061500,   , BEST,   0, 235N, 1003W,  15, 1011, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS001,  ,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
AL, 01, 2026061506,   , BEST,   0, 243N, 1005W,  15, 1011, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS001,  ,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
AL, 01, 2026061512,   , BEST,   0, 250N, 1008W,  15, 1011, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS001,  ,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
AL, 01, 2026061518,   , BEST,   0, 257N, 1005W,  15, 1011, DB,   0,    ,    0,    0,    0,    0, 1013,  150, 120,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 001, SPAWNINVEST, al712026 to al902026, 
AL, 01, 2026061600,   , BEST,   0, 263N, 1000W,  15, 1009, DB,   0,    ,    0,    0,    0,    0, 1011,  150, 120,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
AL, 01, 2026061606,   , BEST,   0, 267N,  992W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1011,  150, 120,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
AL, 01, 2026061612,   , BEST,   0, 269N,  983W,  20, 1007, LO,   0,    ,    0,    0,    0,    0, 1010,  180, 120,  30,   0,   L,   0,    ,   0,   0,        ONE, S,  0,    ,    0,    0,    0,    0, genesis-num, 001, TRANSITIONED, alA02026 to al012026, 
AL, 01, 2026061618,   , BEST,   0, 271N,  978W,  25, 1005, LO,   0,    ,    0,    0,    0,    0, 1009,  180, 120,  35,   0,   L,   0,    ,   0,   0,        ONE, S,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
AL, 01, 2026061700,   , BEST,   0, 274N,  974W,  25, 1004, LO,   0,    ,    0,    0,    0,    0, 1008,  180, 120,  35,   0,   L,   0,    ,   0,   0,        ONE, S,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
AL, 01, 2026061706,   , BEST,   0, 277N,  971W,  30, 1003, LO,   0,    ,    0,    0,    0,    0, 1008,  150, 120,  35,   0,   L,   0,    ,   0,   0,        ONE, S,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
AL, 01, 2026061712,   , BEST,   0, 284N,  961W,  35, 1001, TS,  34, NEQ,  150,  150,    0,    0, 1008,  150, 100,  40,   0,   L,   0,    ,   0,   0,        ONE, S,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
AL, 01, 2026061718,   , BEST,   0, 288N,  961W,  40, 1001, TS,  34, NEQ,    0,  150,    0,    0, 1008,  150, 100,  50,   0,   L,   0,    ,   0,   0,     ARTHUR, S,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
AL, 01, 2026061800,   , BEST,   0, 294N,  948W,  35,  999, TS,  34, NEQ,    0,  150,    0,    0, 1004,  130, 110,  45,   0,   L,   0,    ,   0,   0,     ARTHUR, S,  0,    ,    0,    0,    0,    0, genesis-num, 001, 
