EP, 04, 2026062818,   , BEST,   0, 111N, 1222W,  15,    0, DB,   0,    ,    0,    0,    0,    0, 1011,  300, 120,   0,   0,   E,   0,    ,   0,   0, 
EP, 04, 2026062900,   , BEST,   0, 112N, 1224W,  15,    0, DB,   0,    ,    0,    0,    0,    0, 1011,  300, 120,   0,   0,   E,   0,    ,   0,   0, GENESIS006,  ,  0,    ,    0,    0,    0,    0, genesis-num, 006, 
EP, 04, 2026062906,   , BEST,   0, 114N, 1226W,  15,    0, DB,   0,    ,    0,    0,    0,    0, 1011,  300, 120,   0,   0,   E,   0,    ,   0,   0, GENESIS006,  ,  0,    ,    0,    0,    0,    0, genesis-num, 006, 
EP, 04, 2026062912,   , BEST,   0, 115N, 1228W,  15,    0, DB,   0,    ,    0,    0,    0,    0, 1011,  300, 120,   0,   0,   E,   0,    ,   0,   0, GENESIS006,  ,  0,    ,    0,    0,    0,    0, genesis-num, 006, 
EP, 04, 2026062918,   , BEST,   0, 116N, 1230W,  20, 1008, DB,   0,    ,    0,    0,    0,    0, 1009,  300, 120,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 006, SPAWNINVEST, ep762026 to ep952026, 
EP, 04, 2026063000,   , BEST,   0, 120N, 1234W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  270, 120,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 006, 
EP, 04, 2026063006,   , BEST,   0, 124N, 1240W,  25, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  250, 120,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 006, 
EP, 04, 2026063012,   , BEST,   0, 128N, 1250W,  25, 1005, DB,   0,    ,    0,    0,    0,    0, 1008,  220, 120,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 006, 
EP, 04, 2026063018,   , BEST,   0, 131N, 1264W,  25, 1005, DB,   0,    ,    0,    0,    0,    0, 1009,  220, 120,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 006, 
EP, 04, 2026070100,   , BEST,   0, 136N, 1266W,  25, 1005, DB,   0,    ,    0,    0,    0,    0, 1009,  220, 120,   0,   0,   E,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 006, 
EP, 04, 2026070106,   , BEST,   0, 143N, 1268W,  30, 1005, TD,   0,    ,    0,    0,    0,    0, 1009,  200, 100,  40,   0,   E,   0,    ,   0,   0,       FOUR, S,  0,    ,    0,    0,    0,    0, genesis-num, 006, TRANSITIONED, epA52026 to ep042026, 
EP, 04, 2026070112,   , BEST,   0, 149N, 1269W,  30, 1005, TD,   0,    ,    0,    0,    0,    0, 1009,  200, 150,  40,   0,   E,   0,    ,   0,   0,       FOUR, S,  0,    ,    0,    0,    0,    0, genesis-num, 006, 
EP, 04, 2026070118,   , BEST,   0, 155N, 1269W,  35, 1003, TS,  34, NEQ,   80,   80,    0,   80, 1009,  200,  80,  45,   0,   E,   0,    ,   0,   0,    DOUGLAS, S, 12, NEQ,   75,  120,    0,    0, genesis-num, 006, 
EP, 04, 2026070200,   , BEST,   0, 162N, 1270W,  35, 1003, TS,  34, NEQ,   80,   80,    0,   80, 1009,  200,  80,  45,   0,   E,   0,    ,   0,   0,    DOUGLAS, M, 12, NEQ,   75,  120,    0,    0, genesis-num, 006, 
EP, 04, 2026070206,   , BEST,   0, 167N, 1271W,  35, 1003, TS,  34, NEQ,   80,   80,    0,   80, 1009,  200,  80,  45,   0,   E,   0,    ,   0,   0,    DOUGLAS, M, 12, NEQ,  120,  150,   75,  120, genesis-num, 006, 
EP, 04, 2026070212,   , BEST,   0, 171N, 1271W,  35, 1003, TS,  34, NEQ,   80,   80,    0,   80, 1007,  200,  60,  45,   0,   E,   0,    ,   0,   0,    DOUGLAS, M, 12, NEQ,  120,  150,   75,  120, genesis-num, 006, 
EP, 04, 2026070218,   , BEST,   0, 177N, 1273W,  35, 1003, TS,  34, NEQ,   80,   80,    0,   80, 1008,  200,  60,  45,   0,   E,   0,    ,   0,   0,    DOUGLAS, M, 12, NEQ,  120,  120,  150,  150, genesis-num, 006, 
EP, 04, 2026070300,   , BEST,   0, 185N, 1276W,  35, 1003, TS,  34, NEQ,   80,   80,    0,   80, 1008,  180,  60,  45,   0,   E,   0,    ,   0,   0,    DOUGLAS, M,  0,    ,    0,    0,    0,    0, genesis-num, 006, 
EP, 04, 2026070306,   , BEST,   0, 191N, 1281W,  40, 1002, LO,  34, NEQ,  110,    0,    0,  110, 1008,  180,  70,  45,   0,   E,   0,    ,   0,   0,    DOUGLAS, M,  0,    ,    0,    0,    0,    0, genesis-num, 006, 
